sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels,product_ean
435522,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,JIMMY CHOO I WANT CHOO LE PARFUM SPRAY - 100ML,,,,1,manufacturer=JIMMY CHOO,"Catalog, Search",113,,,,,,JIMMY;CHOO;I;WANT;CHOO;LE;PARFUM;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3386460141703
488608,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,JIMMY CHOO I WANT CHOO LE PARFUM SPRAY - 40ML,,,,1,manufacturer=JIMMY CHOO,"Catalog, Search",65.5,,,,,,JIMMY;CHOO;I;WANT;CHOO;LE;PARFUM;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3386460142021
463903,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Parfum",base,LANCOME LA VIE EST BELLE ELIXIR SPRAY - 100ML,,,,1,manufacturer=LANCOME,"Catalog, Search",147,,,,,,LANCOME;LA;VIE;EST;BELLE;ELIXIR;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614274169706
407776,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Parfum",base,LANCOME LA VIE EST BELLE ELIXIR SPRAY - 50ML,,,,1,manufacturer=LANCOME,"Catalog, Search",112,,,,,,LANCOME;LA;VIE;EST;BELLE;ELIXIR;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614274169713
469717,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Parfum",base,LANCOME LA VIE EST BELLE ELIXIR SPRAY - 30ML,,,,1,manufacturer=LANCOME,"Catalog, Search",78.5,,,,,,LANCOME;LA;VIE;EST;BELLE;ELIXIR;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614274169720
438180,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,MUGLER ANGEL FANTASM EAU DE PARFUM SPRAY - 25ML,,,,1,manufacturer=MUGLER,"Catalog, Search",76.45,,,,,,MUGLER;ANGEL;FANTASM;EAU;DE;PARFUM;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614274085525
464398,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,MUGLER ANGEL FANTASM EAU DE PARFUM SPRAY - 50ML,,,,1,manufacturer=MUGLER,"Catalog, Search",106.95,,,,,,MUGLER;ANGEL;FANTASM;EAU;DE;PARFUM;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614274085501
494219,,Default,simple,,base,MUGLER ANGEL FANTASM EAU DE PARFUM SPRAY - 100ML,,,,1,manufacturer=MUGLER,"Catalog, Search",146,,,,,,MUGLER;ANGEL;FANTASM;EAU;DE;PARFUM;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614274076806
370470,,Default,simple,,base,NEUTRADOL GEL FRESH PINK AIR FRESHNER - 1,,,,1,manufacturer=NEUTRADOL,"Catalog, Search",4.49,,,,,,NEUTRADOL;GEL;FRESH;PINK;AIR;FRESHNER,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5013912909403
440369,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies Perfumed Toiletries",base,NINA RICCI L'AIR DU TEMPS TENDER SHOWER GEL - 200ML,,,,1,manufacturer=NINA RICCI,"Catalog, Search",40,,,,,,NINA;RICCI;L'AIR;DU;TEMPS;TENDER;SHOWER;GEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3137370207085
403939,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Mens,Default Category/Fragrances/Mens/Eau De Toilette",base,PRADA LUNA ROSA OCEAN EAU DE TOILETTE REFILL  - 150ML,,,,1,manufacturer=PRADA,"Catalog, Search",105,,,,,,PRADA;LUNA;ROSA;OCEAN;EAU;DE;TOILETTE;REFILL;,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614273991841
443065,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,PRADA PARADOXE VIRTUAL FLOWER EAU DE PARFUM SPRAY - 50ML,,,,1,manufacturer=PRADA,"Catalog, Search",104,,,,,,PRADA;PARADOXE;VIRTUAL;FLOWER;EAU;DE;PARFUM;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614274000566
485610,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,PRADA PARADOXE VIRTUAL FLOWER EAU DE PARFUM SPRAY - 30ML,,,,1,manufacturer=PRADA,"Catalog, Search",75.5,,,,,,PRADA;PARADOXE;VIRTUAL;FLOWER;EAU;DE;PARFUM;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614274000610
483260,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,PRADA PARADOXE VIRTUAL FLOWER EAU DE PARFUM SPRAY - 80ML,,,,1,manufacturer=PRADA,"Catalog, Search",142,,,,,,PRADA;PARADOXE;VIRTUAL;FLOWER;EAU;DE;PARFUM;SPRAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3614274000597
459239,,Default,simple,,base,ROGER & GALLET GINGEMBRE WELLBEING FRAGRANT WATER - 100ML,,,,1,manufacturer=ROGER &GALLET,"Catalog, Search",44,,,,,,ROGER;&;GALLET;GINGEMBRE;WELLBEING;FRAGRANT;WATER,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701436912413
407352,,Default,simple,,base,ROGER&GALLET CEDRAT SET 30ML EAU DE TOILETTE SPRAY+50ML SHOWER GEL - 1 SET,,,,1,manufacturer=ROGER &GALLET,"Catalog, Search",35,,,,,,ROGER&GALLET;CEDRAT;SET;30ML;EAU;DE;TOILETTE;SPRAY+50ML;SHOWER;GEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701436925567
410873,,Default,simple,,base,ROGER&GALLET NEROLI SET 30ML EAU DE TOILETTE SPRAY+50ML SHOWER GEL - 1 SET,,,,1,manufacturer=ROGER &GALLET,"Catalog, Search",35,,,,,,ROGER&GALLET;NEROLI;SET;30ML;EAU;DE;TOILETTE;SPRAY+50ML;SHOWER;GEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3701436925376
440487,,Default,simple,,base,SALLY HANSEN GOOD.KIND PURE NAIL POLISH TOASTED TOFFEE (040) - 10ML,,,,1,manufacturer=SALLY HANSEN,"Catalog, Search",13.99,,,,,,SALLY;HANSEN;GOOD.KIND;PURE;NAIL;POLISH;TOASTED;TOFFEE;(040),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616303992392
436321,,Default,simple,"Default Category,Default Category/Offers",base,SALLY HANSEN INSTA DRI NAIL POLISH GRAPE SHIFTER (483) - 9.17ML,,,,1,manufacturer=SALLY HANSEN,"Catalog, Search",8,,,,,,SALLY;HANSEN;INSTA;DRI;NAIL;POLISH;GRAPE;SHIFTER;(483),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74170454208
473724,,Default,simple,,base,SALLY HANSEN INSTA-DRI NAIL POLISH CLEARLY QUICK (103) - 9.17ML,,,,1,manufacturer=SALLY HANSEN,"Catalog, Search",8,,,,,,SALLY;HANSEN;INSTA-DRI;NAIL;POLISH;CLEARLY;QUICK;(103),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74170453829
449457,,Default,simple,,base,SALLY HANSEN INSTA-DRI NAIL POLISH EXPRESSO (413) - 9.17ML,,,,1,manufacturer=SALLY HANSEN,"Catalog, Search",8,,,,,,SALLY;HANSEN;INSTA-DRI;NAIL;POLISH;EXPRESSO;(413),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74170454130
461527,,Default,simple,,base,SALLY HANSEN INSTA-DRI NAIL POLISH PINK BLINK (273) - 9.17ML,,,,1,manufacturer=SALLY HANSEN,"Catalog, Search",8,,,,,,SALLY;HANSEN;INSTA-DRI;NAIL;POLISH;PINK;BLINK;(273),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74170453997
476402,,Default,simple,,base,SALLY HANSEN INSTA-DRI NAIL POLISH SLICK SLATE (193) - 9.17ML,,,,1,manufacturer=SALLY HANSEN,"Catalog, Search",8,,,,,,SALLY;HANSEN;INSTA-DRI;NAIL;POLISH;SLICK;SLATE;(193),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74170453911
443664,,Default,simple,,base,SALLY HANSEN INSTA-DRI NAIL POLISH TRAVELLING LIGHT (460) - 9.17ML,,,,1,manufacturer=SALLY HANSEN,"Catalog, Search",8,,,,,,SALLY;HANSEN;INSTA-DRI;NAIL;POLISH;TRAVELLING;LIGHT;(460),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616303415440
472043,,Default,simple,,base,SALLY HANSEN PLANT BASED NAIL POLISH BLUBERRY TART NO. 365 - 10ML,,,,1,manufacturer=SALLY HANSEN,"Catalog, Search",13.99,,,,,,SALLY;HANSEN;PLANT;BASED;NAIL;POLISH;BLUBERRY;TART;NO.;365,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3616304530234
478307,,Default,simple,,base,SALLY HANSEN VEGAN PLANT BASED NAIL POLISH ECO-ROSE NO.260 - 10ML,,,,1,manufacturer=SALLY HANSEN,"Catalog, Search",13.99,,,,,,SALLY;HANSEN;VEGAN;PLANT;BASED;NAIL;POLISH;ECO-ROSE;NO.260,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74170457773
286118,,Default,simple,,base,SEVEN SEAS BREAST FEEDING3 28CAP+28TAP - ,,,,1,manufacturer=SEVEN SEAS,"Catalog, Search",20.99,,,,,,SEVEN;SEAS;BREAST;FEEDING3;28CAP+28TAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8700216181631
698293,,Default,simple,,base,SURE ROLL ON ORIGINAL MEN - 50ML,,,,1,manufacturer=SURE,"Catalog, Search",4.99,,,,,,SURE;ROLL;ON;ORIGINAL;MEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59095712
276283,,Default,simple,,base,TE PE  PURE TOOTHPASTE FOR DRY MOUTH  - 75ML,,,,1,manufacturer=TEPE,"Catalog, Search",6.99,,,,,,TE;PE;;PURE;TOOTHPASTE;FOR;DRY;MOUTH;,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7350121253933
267808,,Default,simple,,base,TEPE HYDRATING MOUTHWASH DRY MOUTH 500ML - 1,,,,1,manufacturer=TEPE,"Catalog, Search",12.99,,,,,,TEPE;HYDRATING;MOUTHWASH;DRY;MOUTH;500ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7350121254947
286416,,Default,simple,,base,TEPE MOUTH GEL FOR DRY MOUTH UNFLAVOURED 50ML - 1,,,,1,manufacturer=TEPE,"Catalog, Search",9.99,,,,,,TEPE;MOUTH;GEL;FOR;DRY;MOUTH;UNFLAVOURED;50ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7350121254992
203439,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,VERSET BLACK GOLD FOR HER EAU DE PARFUE SPRAY ( INSPIRED BY CAROLINA HERRERA - GOOD GILR) - 50ML,,,,1,manufacturer=VERSET,"Catalog, Search",19,,,,,,VERSET;BLACK;GOLD;FOR;HER;EAU;DE;PARFUE;SPRAY;(;INSPIRED;BY;CAROLINA;HERRERA;-;GOOD;GILR),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436615701087
432261,,Default,simple,,base,VERSET CHOICE FOR NIM EAU DE PARFUM SPRAY (INSPIRED BY CREED AVENTUS) - 100ML,,,,1,manufacturer=VERSET,"Catalog, Search",29,,,,,,VERSET;CHOICE;FOR;NIM;EAU;DE;PARFUM;SPRAY;(INSPIRED;BY;CREED;AVENTUS),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436022355965
437149,,Default,simple,,base,VERSET CHOICE FOR NIM EAU DE PARFUM SPRAY (INSPIRED BY CREED AVENTUS) - 50ML,,,,1,manufacturer=VERSET,"Catalog, Search",17.99,,,,,,VERSET;CHOICE;FOR;NIM;EAU;DE;PARFUM;SPRAY;(INSPIRED;BY;CREED;AVENTUS),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436022356016
251932,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,VERSET CILA FOR HER EAU DE PARFUM SPRAY (INSPIRED BY CHANEL ALLURE) - 100ML,,,,1,manufacturer=VERSET,"Catalog, Search",29,,,,,,VERSET;CILA;FOR;HER;EAU;DE;PARFUM;SPRAY;(INSPIRED;BY;CHANEL;ALLURE),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436615700998
247727,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,VERSET CILA FOR HER EAU DE PARFUM SPRAY (INSPIRED BY CHANEL ALLURE) - 50ML,,,,1,manufacturer=VERSET,"Catalog, Search",17.99,,,,,,VERSET;CILA;FOR;HER;EAU;DE;PARFUM;SPRAY;(INSPIRED;BY;CHANEL;ALLURE),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436615701094
434556,,Default,simple,,base,VERSET COQUETTE EAU DE PARFUME SPRAY ( INPSIRED BY CHLOE) - 50ML,,,,1,manufacturer=VERSET,"Catalog, Search",17.99,,,,,,VERSET;COQUETTE;EAU;DE;PARFUME;SPRAY;(;INPSIRED;BY;CHLOE),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436022353176
289073,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,VERSET DINA FOR HER  EAU DE PARFUME SPRAY (INSPIRED BY VILLORESI BY LORENZO FIRENZE) - 100ML,,,,1,manufacturer=VERSET,"Catalog, Search",29,,,,,,VERSET;DINA;FOR;HER;;EAU;DE;PARFUME;SPRAY;(INSPIRED;BY;VILLORESI;BY;LORENZO;FIRENZE),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436022357730
259917,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Mens,Default Category/Fragrances/Mens/Eau De Parfum",base,VERSET DUE MONDI FOR HIM  EAU DE PARFUEM SPRAY (INSPIRED BY HERMES H24) - 50ML,,,,1,manufacturer=VERSET,"Catalog, Search",17.99,,,,,,VERSET;DUE;MONDI;FOR;HIM;;EAU;DE;PARFUEM;SPRAY;(INSPIRED;BY;HERMES;H24),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436615701162
274539,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Mens,Default Category/Fragrances/Mens/Eau De Parfum",base,VERSET HARRY FOR HIM  EAU DE PARFUME SPRAY (INSPIRED BY HUGO BOSS - INTENSE) - 50ML,,,,1,manufacturer=VERSET,"Catalog, Search",17.99,,,,,,VERSET;HARRY;FOR;HIM;;EAU;DE;PARFUME;SPRAY;(INSPIRED;BY;HUGO;BOSS;-;INTENSE),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436022353244
266098,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Mens,Default Category/Fragrances/Mens/Eau De Parfum",base,VERSET PRAX FOR HIM EAU DE PARFUM SPRAY  INSPIRED BY (MONT BLANC EXPLORER) - 50ML,,,,1,manufacturer=VERSET,"Catalog, Search",17.99,,,,,,VERSET;PRAX;FOR;HIM;EAU;DE;PARFUM;SPRAY;;INSPIRED;BY;(MONT;BLANC;EXPLORER),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436615701124
221549,,Default,simple,"Default Category,Default Category/Fragrances,Default Category/Fragrances/Ladies,Default Category/Fragrances/Ladies/Eau De Parfum",base,VERSET PURPURINE FOR HER EAU DE PARFUME SPRAY (INSPIRED BY MAISON FRANCIS - BACCARAT ROUGE) - 100ML,,,,1,manufacturer=VERSET,"Catalog, Search",29,,,,,,VERSET;PURPURINE;FOR;HER;EAU;DE;PARFUME;SPRAY;(INSPIRED;BY;MAISON;FRANCIS;-;BACCARAT;ROUGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436615701070
221130,,Default,simple,,base,VERSET PURPURINE FOR HER EAU DE PARFUME SPRAY (INSPIRED BY MAISON FRANCIS - BACCARAT ROUGE) - 50ML,,,,1,manufacturer=VERSET,"Catalog, Search",17.99,,,,,,VERSET;PURPURINE;FOR;HER;EAU;DE;PARFUME;SPRAY;(INSPIRED;BY;MAISON;FRANCIS;-;BACCARAT;ROUGE),,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8436615701179
